1,0#742.4,659.1;784.3,556.6;896.1,593.9;905.4,607.8;844.9,719.6;863.5,822.1;900.8,603.2;844.9,482.1;844.9,477.4;812.3,407.5;763.4,344.6;816.9,402.9;858.9,477.4;826.3,482.1;728.4,463.4;663.2,412.2
106,0#526.0,620.0;538.7,522.9;458.4,569.3;399.3,573.6;412.0,687.6;428.9,789.0;428.9,573.6;462.7,429.9;462.7,425.7;475.3,362.3;538.7,476.4;559.8,497.5;504.9,446.8;416.2,413.0;407.7,362.3;435.2,309.5
107,0#500.0,608.4;529.1,517.0;462.6,583.4;404.5,583.4;412.8,699.8;416.9,799.5;437.7,583.4;470.9,442.2;470.9,433.9;479.2,375.7;524.9,458.8;566.5,487.9;512.5,450.5;429.4,429.7;425.2,359.1;431.5,311.3
108,0#496.3,631.1;522.3,531.1;465.8,587.6;413.7,592.0;418.0,696.3;405.0,796.3;439.7,592.0;474.5,448.5;474.5,444.1;487.6,383.3;513.7,418.0;565.8,465.9;522.3,452.8;435.4,439.8;435.4,374.6;431.0,322.4
109,0#492.8,643.7;521.7,552.8;472.2,594.1;418.5,594.1;418.5,693.2;393.7,788.2;443.3,594.1;480.5,453.7;480.5,449.6;492.8,383.6;517.6,400.1;546.5,449.6;521.7,462.0;439.2,437.2;430.9,371.2;433.0,356.7
110,0#490.8,666.7;513.8,571.2;475.6,598.0;422.1,598.0;410.6,689.7;391.5,789.0;448.8,598.0;487.0,452.8;487.0,449.0;498.5,384.0;517.6,410.8;548.1,452.8;532.9,460.4;445.0,441.3;414.4,399.3;427.8,366.8
111,0#489.0,695.7;510.8,619.4;489.0,594.0;434.5,586.7;405.4,673.9;387.3,761.1;459.9,594.0;492.6,448.7;492.6,448.7;499.9,383.3;518.0,430.5;558.0,470.5;536.2,459.6;445.4,441.4;409.1,412.3;434.5,365.1
112,0#477.3,714.9;508.9,637.5;494.9,595.3;438.6,591.8;396.4,644.6;389.3,739.5;466.7,595.3;494.9,451.1;494.9,444.1;505.4,380.8;519.5,461.7;558.2,475.7;540.6,454.6;449.1,444.1;406.9,426.5;431.5,380.8
113,0#469.7,723.0;510.4,641.7;503.6,594.3;449.4,587.5;388.4,611.2;391.8,709.5;476.5,594.3;496.8,451.9;500.2,441.8;507.0,377.4;523.9,475.7;561.2,485.8;544.2,451.9;452.8,445.2;408.7,438.4;432.4,391.0
114,0#471.6,730.2;511.3,650.6;507.7,596.4;457.1,578.3;388.4,578.3;399.3,665.1;482.4,585.6;496.9,444.6;500.5,433.7;504.1,368.7;529.4,473.5;562.0,491.6;543.9,444.6;449.9,441.0;406.5,448.2;428.2,401.2
115,0#470.2,737.9;509.4,659.5;513.0,581.1;456.0,563.3;381.2,534.8;409.7,627.5;484.5,566.9;498.7,431.5;498.7,424.4;500.5,358.5;541.5,456.5;566.4,488.5;548.6,428.0;445.3,428.0;406.1,456.5;427.5,413.7
116,0#476.1,744.1;505.6,655.7;516.6,563.7;468.8,541.6;384.1,501.1;424.6,593.2;494.5,552.7;498.2,420.1;498.2,405.4;496.4,344.6;546.1,471.7;575.5,479.0;549.7,416.4;443.0,420.1;409.8,468.0;446.7,445.9
117,0#485.1,743.5;496.7,639.2;527.5,538.8;477.3,523.4;388.5,484.8;438.7,577.4;500.5,527.2;500.5,403.7;496.7,392.1;487.0,324.5;543.0,453.9;581.6,465.5;550.7,399.8;442.6,407.5;434.9,465.5;431.0,434.6
118,0#485.3,719.6;498.6,616.6;535.2,513.5;488.7,500.2;385.6,486.9;445.4,580.0;511.9,506.9;498.6,383.9;495.3,367.3;487.0,305.8;535.2,443.7;585.1,437.1;548.5,373.9;445.4,390.5;435.5,457.0;422.2,430.4
119,0#497.5,701.1;505.6,599.7;540.5,495.3;493.5,482.5;394.7,492.1;446.1,588.1;516.5,490.3;505.6,362.6;503.1,348.4;495.5,286.8;548.4,392.1;594.7,397.0;556.1,352.3;453.6,369.5;437.8,423.1;436.2,391.0
120,0#509.7,682.7;512.6,582.8;545.8,477.1;498.3,464.8;403.9,497.3;446.8,596.1;521.1,473.8;512.6,341.4;510.9,329.4;504.0,267.9;561.7,340.5;604.4,356.8;563.6,330.8;461.8,348.4;440.0,389.1;450.1,351.6
121,0#521.9,664.2;519.6,565.8;551.1,458.9;503.1,447.2;413.0,502.6;447.6,604.2;525.7,457.2;519.6,320.1;518.8,310.5;512.5,248.9;574.9,289.0;614.0,316.7;571.2,309.2;469.9,327.4;442.2,355.2;464.1,312.2
122,0#534.1,645.8;526.6,548.9;556.4,440.7;507.9,429.5;422.1,507.8;448.3,612.3;530.3,440.7;526.6,298.9;526.6,291.5;521.0,229.9;588.1,237.4;623.6,276.5;578.8,287.7;478.1,306.4;444.5,321.3;478.1,272.8
123,0#567.3,634.1;540.3,537.5;563.5,437.0;513.2,429.3;447.5,518.2;451.4,618.7;540.3,433.2;540.3,282.4;540.3,278.5;544.1,212.8;596.3,199.3;617.6,239.9;582.8,274.7;497.7,286.3;478.4,278.5;505.5,239.9
124,0#599.4,625.4;557.9,530.0;574.5,426.2;528.8,417.9;462.4,513.4;441.7,617.1;549.6,422.0;549.6,276.8;553.7,276.8;557.9,206.2;597.3,179.2;616.0,218.7;595.2,264.3;508.1,280.9;512.2,251.9;528.8,214.5
125,0#621.2,615.0;579.6,524.3;590.9,414.7;545.6,414.7;466.2,501.6;454.9,599.9;568.2,414.7;560.7,271.1;560.7,271.1;566.4,201.1;604.1,201.1;628.7,237.1;606.0,263.5;515.3,278.6;522.9,267.3;538.0,252.2
126,0#644.0,623.7;606.8,527.0;603.1,422.8;554.7,419.1;461.7,482.4;487.8,579.1;577.1,422.8;569.6,281.4;569.6,270.3;567.8,208.9;605.0,208.9;636.6,251.7;614.3,266.6;525.0,288.9;517.5,311.2;547.3,281.4
127,0#667.9,632.8;638.0,535.7;619.4,434.9;567.1,431.1;466.2,468.5;518.5,554.4;593.2,434.9;578.3,289.2;574.5,281.8;576.4,212.7;611.9,225.8;634.3,263.1;626.8,281.8;533.5,296.7;518.5,334.0;552.1,281.8
128,0#694.0,633.7;663.3,537.9;632.7,442.2;579.1,438.3;471.8,453.7;548.4,530.3;602.1,438.3;582.9,304.3;582.9,289.0;581.0,222.0;609.7,250.7;640.4,285.1;636.5,296.6;537.0,308.1;529.3,350.3;552.3,327.3
129,0#714.8,623.7;690.2,535.7;640.9,440.7;588.1,444.2;479.0,440.7;574.0,514.6;616.3,444.2;591.6,314.0;588.1,296.4;575.8,234.8;619.8,275.3;655.0,310.4;640.9,306.9;542.4,317.5;538.8,370.3;567.0,338.6
130,0#739.3,613.0;715.0,522.8;652.6,443.0;597.1,446.5;489.6,439.6;590.2,508.9;624.9,446.5;590.2,314.7;586.7,304.3;581.5,236.6;617.9,342.4;659.5,335.5;631.8,297.3;541.6,321.6;545.1,384.1;555.5,352.8
131,0#764.3,597.2;731.3,501.7;658.8,445.7;602.8,449.0;497.4,455.5;592.9,524.7;629.2,449.0;589.6,313.9;589.6,300.7;578.1,236.4;622.6,346.8;665.4,346.8;635.8,297.4;543.5,323.7;546.8,396.2;553.4,356.7
132,0#773.4,581.2;741.1,487.5;657.1,432.5;602.1,445.4;511.6,477.8;602.1,555.3;631.2,442.2;589.2,309.7;589.2,296.7;577.9,236.9;634.5,358.2;670.0,354.9;637.7,300.0;543.9,322.6;543.9,400.2;556.9,374.3
133,0#782.6,569.1;742.7,472.8;653.0,429.6;593.2,442.9;526.7,502.7;613.1,579.1;626.4,432.9;589.9,316.6;586.5,293.4;581.6,231.9;643.0,343.2;679.6,356.5;636.4,300.0;540.0,323.3;526.7,396.3;530.1,373.1
134,0#781.6,562.9;744.6,465.3;647.0,425.0;593.2,435.1;532.7,509.1;610.0,593.1;620.1,435.1;586.5,314.0;586.5,293.8;581.5,231.6;650.4,334.2;690.8,347.6;640.3,307.3;532.7,317.3;499.1,388.0;522.6,371.2
135,0#759.0,556.0;741.6,458.5;640.6,430.6;584.9,444.6;536.2,521.2;602.3,608.2;616.3,434.1;584.9,312.2;584.9,294.8;583.2,233.9;661.5,322.7;703.3,336.6;640.6,305.3;532.7,315.7;470.0,367.9;480.4,340.1
136,0#728.9,546.3;739.8,448.5;634.8,430.4;584.1,448.5;547.9,535.4;598.6,622.3;609.4,437.7;584.1,310.9;584.1,296.4;582.3,233.1;649.3,307.3;707.2,329.0;638.4,307.3;529.8,314.5;457.3,339.9;479.1,296.4
137,0#701.7,526.8;729.1,436.7;631.2,432.8;576.4,452.4;560.7,546.4;596.0,636.4;603.8,440.6;584.2,307.5;584.2,299.6;588.1,237.0;682.1,276.1;709.5,319.2;639.0,307.5;533.3,307.5;462.8,311.4;474.6,252.7
138,0#669.8,509.5;717.7,429.7;625.9,433.7;566.1,449.7;574.0,553.4;582.0,645.2;594.0,441.7;586.0,306.0;590.0,302.0;590.0,238.2;693.7,282.1;709.7,326.0;637.9,306.0;538.1,302.0;470.3,294.1;466.3,242.2
139,0#643.0,492.7;704.3,419.2;618.5,431.5;565.5,443.7;565.5,554.0;573.6,643.9;590.0,439.7;590.0,309.0;590.0,304.9;590.0,243.6;696.1,304.9;712.5,345.7;643.0,313.0;541.0,304.9;467.4,313.0;471.5,260.0
140,0#633.8,497.6;681.7,412.7;619.0,442.2;567.3,445.9;548.9,545.6;567.3,637.9;589.5,445.9;593.2,320.4;593.2,320.4;595.0,252.1;703.9,320.4;707.6,361.0;641.1,324.1;545.2,316.7;475.0,327.8;467.6,283.5
141,0#631.0,511.5;669.7,424.9;612.1,440.2;561.0,442.5;548.5,537.1;564.6,627.4;583.6,443.0;590.5,320.9;590.9,319.1;595.5,251.3;696.4,331.4;699.7,364.6;638.3,325.0;542.1,316.3;473.4,331.0;466.0,291.8
142,0#628.2,525.4;657.8,437.1;605.3,438.2;554.6,439.2;548.1,528.6;561.9,616.9;577.7,440.1;587.8,321.4;588.7,317.7;596.0,250.5;689.0,342.3;691.8,368.2;635.5,326.0;539.0,315.9;471.8,334.2;464.4,300.1
143,0#625.4,539.3;645.8,449.3;598.4,436.3;548.3,435.8;547.8,520.1;559.3,606.5;571.8,437.2;585.0,321.9;586.4,316.4;596.4,249.8;681.5,353.3;683.9,371.9;632.7,326.9;535.9,315.5;470.1,337.4;462.8,308.4
144,0#622.7,553.2;633.8,461.5;591.6,434.3;542.0,432.5;547.4,511.5;556.6,596.0;565.9,434.4;582.3,322.4;584.1,315.1;596.9,249.0;674.1,364.3;675.9,375.5;629.9,327.9;532.8,315.0;468.5,340.6;461.1,316.7
145,0#619.9,567.0;621.9,473.7;584.7,432.3;535.7,429.1;547.0,503.0;553.9,585.5;559.9,431.5;579.6,322.8;581.9,313.7;597.4,248.2;666.6,375.3;668.0,379.1;627.2,328.8;529.7,314.6;466.9,343.9;459.5,324.9
146,0#617.1,580.9;609.9,485.9;577.8,430.3;529.3,425.8;546.6,494.5;551.2,575.0;554.0,428.6;576.9,323.3;579.6,312.4;597.9,247.4;659.2,386.2;660.1,382.8;624.4,329.7;526.6,314.2;465.2,347.1;457.9,333.2
147,0#614.3,594.8;598.0,498.1;571.0,428.4;523.0,422.4;546.3,486.0;548.6,564.6;548.1,425.7;574.1,323.8;577.4,311.0;598.3,246.7;651.8,397.2;652.2,386.4;621.6,330.7;523.5,313.8;463.6,350.3;456.3,341.5
148,0#611.5,608.7;586.0,510.3;564.1,426.4;516.7,419.1;545.9,477.5;545.9,554.1;542.2,422.8;571.4,324.3;575.1,309.7;598.8,245.9;644.3,408.2;644.3,390.0;618.8,331.6;520.4,313.4;462.0,353.5;454.7,349.8
149,0#613.0,598.2;586.6,503.8;556.4,409.5;511.2,409.5;545.1,481.2;545.1,571.7;537.6,409.5;567.8,307.6;571.5,292.5;592.3,234.0;643.2,417.0;643.2,379.3;616.8,318.9;514.9,300.1;450.8,334.0;469.6,337.8
150,0#625.1,583.1;591.7,497.8;558.3,405.0;510.0,405.0;547.1,482.9;543.4,579.4;528.6,405.0;565.7,297.4;569.4,282.5;593.5,225.0;643.6,416.1;639.9,371.6;610.2,308.5;524.9,282.5;439.5,308.5;498.9,289.9
151,0#636.9,571.4;599.3,488.6;554.1,394.6;505.2,398.3;539.1,484.9;542.8,586.4;531.5,398.3;557.9,285.5;565.4,274.2;593.6,212.1;636.9,413.4;625.6,364.5;606.8,304.3;509.0,266.7;445.0,270.4;501.5,232.8
152,0#658.5,559.2;604.2,481.6;549.9,388.6;503.4,392.5;530.5,489.4;534.4,597.9;526.7,388.6;557.7,280.0;561.6,268.4;584.8,210.2;627.5,411.8;612.0,365.3;604.2,299.4;518.9,264.5;476.3,237.4;518.9,190.9
153,0#676.6,557.9;610.7,475.5;544.7,380.7;495.3,384.9;520.0,496.1;528.3,607.3;520.0,380.7;557.1,286.0;561.2,273.6;577.7,207.7;618.9,409.6;598.3,364.3;598.3,298.4;515.9,277.8;511.8,347.8;511.8,397.2
